Complaint ID,Date Received,Product,Sub-product,Issue,Company,State,Consumer Complaint Narrative,Company Response to Consumer,Timely Response?,Consumer Disputed?
5005501,05-07-2024,Debt collection,Medical debt,Attempts to collect debt not owed,Crescent Federal,AR,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
5006479,05-07-2024,Credit card,General-purpose credit card,Fees or interest,NorthRiver Banking,CA,I am filing this complaint because of fees or interest. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,No,Yes
5007335,05-07-2024,Debt collection,Medical debt,Communication tactics,Pioneer Community Bank,FL,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5007651,05-07-2024,Debt collection,Medical debt,Attempts to collect debt not owed,Apex Horizon Bank,CA,I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,No,No
5007715,05-07-2024,Mortgage,Conventional home mortgage,Loan servicing,NorthRiver Banking,WA,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5007747,05-07-2024,Debt collection,Credit card debt,Attempts to collect debt not owed,NorthRiver Banking,PA,"I am filing this complaint because of attempts to collect debt not owed. Customer service kept transferring me without resolving the issue. During this process, hidden fee was never disclosed. I expect the company to correct the error.",Closed with monetary relief,Yes,Yes
5008650,05-07-2024,Checking or savings account,Checking account,Deposits and withdrawals,Vanguard Mutual,DE,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,In progress,Yes,Yes
5009248,05-07-2024,Debt collection,Medical debt,Communication tactics,BlueStone Capital,DE,I am filing this complaint because of communication tactics. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,
5000026,06-07-2024,Checking or savings account,Savings account,Bank fees,Vanguard Mutual,DE,"I am filing this complaint because of bank fees. Customer service kept transferring me without resolving the issue. During this process, misled by the representative. I expect the company to correct the error.",In progress,Yes,
5000747,06-07-2024,Mortgage,Conventional home mortgage,Escrow account,NorthRiver Banking,NH,I am filing this complaint because of escrow account. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5000995,06-07-2024,Checking or savings account,Savings account,Deposits and withdrawals,Summit Financial Corp,CA,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5001380,06-07-2024,Credit card,Store credit card,Billing disputes,Liberty Trust Bank,CA,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5001938,06-07-2024,Credit card,General-purpose credit card,Billing disputes,Summit Financial Corp,MO,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5001998,06-07-2024,Credit card,Store credit card,Billing disputes,Vanguard Mutual,CA,I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with monetary relief,Yes,No
5003906,06-07-2024,Checking or savings account,Savings account,Deposits and withdrawals,Liberty Trust Bank,NE,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,No,No
5004474,06-07-2024,Credit card,General-purpose credit card,Billing disputes,Sterling Financial Group,NC,"I am filing this complaint because of billing disputes. Customer service kept transferring me without resolving the issue. During this process, bait and switch interest rates. I expect the company to correct the error.",Closed with explanation,Yes,Yes
5004654,06-07-2024,Credit card,General-purpose credit card,Incorrect balance,Crescent Federal,KY,I am filing this complaint because of incorrect balance. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5006247,06-07-2024,Debt collection,Medical debt,Communication tactics,NorthRiver Banking,TN,,Closed with explanation,No,No
5006369,06-07-2024,Checking or savings account,Checking account,Deposits and withdrawals,Pioneer Community Bank,TX,I am filing this complaint because of deposits and withdrawals. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,No
5006574,06-07-2024,Checking or savings account,Savings account,Bank fees,Sterling Financial Group,CA,,Closed with explanation,Yes,No
5006598,06-07-2024,Checking or savings account,Checking account,Funds availability,Vanguard Mutual,VT,I am filing this complaint because of funds availability. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with non-monetary relief,Yes,No
5007300,06-07-2024,Mortgage,FHA mortgage,Loan servicing,Summit Financial Corp,CA,I am filing this complaint because of loan servicing. Customer service kept transferring me without resolving the issue. I expect the company to correct the error.,Closed with explanation,Yes,Yes
